"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"02E40089"	"Pastry, choux, commercial, baked, unfilled"	""	"Pastry shell that is used to prepare cream-puff shells, eclair cases and profiterole shells. Ingredients include commercial shortening, wheat flour, whole egg and salt."	""	"NNS 1995"	"6.25"	"0.945"	"0.000"	"Na, fat and fatty acids were derived from 1 individual sample of profiteroles purchased in WA in 2009 (2008 TFA program). Remaining data was prepared for AUSNUT 1999, based on a recipe of commercial shortening (50 g), plain flour (100 g), whole egg (96 g EP), salt (1.25 g). Nutrient retention factors and weight change factors applied."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"486"
"02E40078"	"Pastry, filo (fillo), raw"	"Phyllo"	"Thin sheets of wheat flour based pastry, prepared without added fat. Uncooked. Used in preparation of strudels and Greek-style pastry dishes."	""	"Analysed"	"5.70"	"0.670"	"0.000"	"The majority of nutrients were averaged from two composite samples of approximately 3 brands of fillo pastry purchased in either Sydney or Adelaide in the mid 1980s. Dietary fibre, alpha tocopherol, vitamin B6 and biotin were derived from a composite sample of 8 purchases of Pampas fillo pastry purchased in Adelaide in 1993. Na, I, fat and fatty acids were derived from 2 individual samples of fillo pastry purchased in NSW in 2009 (2008 TFA program). Note: low sum of proximates, data should be used with care."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"487"
"02E40079"	"Pastry, filo (fillo), baked"	"Phyllo"	"Thin sheets of wheat flour based pastry, prepared without added fat. Baked until golden brown. Used in preparation of strudels and Greek-style pastry dishes."	""	"Analysed"	"5.70"	"0.670"	"0.000"	"The majority of values were averaged from 2 composite samples of fillo pastry purchased in either Sydney or Adelaide in the mid 1980s. Fatty acids were derived from 2 individual samples of fillo pastry purchased in NSW in 2009 (2008 TFA program). Dietary fibre, Cu, P, Mn, Cl, Se, S, F, vitamin B6, biotin and alpha tocopherol were derived from a composite sample of 8 purchases of Pampas fillo pastry purchased in Adelaide in 1993. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"488"
"02E40080"	"Pastry, puff, butter, commercial, raw"	""	"Uncooked pastry purchased ready-to-cook from supermarkets. Pastry may be sold in thin sheets or in blocks that need to be rolled. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, butter, salt, citric acid and preservative."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of puff pastry purchased in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of 8 purchases of 3 brands of pastry in Adelaide supermarkets in July 1993. Cu, Mn, P, Se, S and F were imputed from baked puff pastry after adjusting for moisture changes on baking. Fatty acids, I, Ca, K, Na and folate were determined in a composite sample of 6 purchases of pastry (2x Savings, 4x Pampas) in Melbourne in February 2006. Retinol and cholesterol were estimated based on proportion of butter. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"489"
"02E40093"	"Pastry, puff, with butter, commercial, baked"	""	"Pastry purchased uncooked from supermarkets and then baked to produce a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, butter, salt, citric acid and preservative."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"490"
"02E40092"	"Pastry, puff, vegetable oil, commercial, raw"	""	"Uncooked pastry purchased ready-to-cook from supermarkets. Pastry may be sold in thin sheets or in blocks that need to be rolled. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, vegetable oil, salt, citric acid and preservative."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"Na, fat and fatty acids were derived from 9 individual samples of puff pastry purchased in NSW, WA and SA in 2009 (2008 TFA program). I was derived from 8 individual samples of puff pastry purchased in NSW and SA in 2009 as part of the same program. Proximates and some vitamins and minerals were derived from a composite sample of puff pastry purchased in Adelaide in 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were derived from a composite sample of 8 purchases of 3 brands of puff pastry purchased in Adelaide supermarkets in 1993. Cu, Mn, P, Se, S and F were imputed from baked puff pastry with butter after adjusting for moisture changes on baking. I, K, Na and folate were derived from a composite sample of 6 purchases of butter puff pastry (2x Savings, 4x Pampas) purchased in Melbourne in February 2006. Note: low sum of proximates, data should be used with care. Cholesterol imputed zero."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"491"
"02E40081"	"Pastry, puff, vegetable oil, commercial, baked"	""	"Pastry purchased raw from supermarkets and then baked at approx 225 degrees C for 13 minutes. Produces a pastry that contains multiple fine layers and is often used on the top of pies. Typical ingredients include wheat flour, vegetable fat, salt, citric acid and preservative."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of puff pastry purchased in Adelaide in 1985. Fatty acids were derived from 9 individual samples of puff pastry purchased in NSW, WA and SA in 2009 (2008 TFA program). Cu, Mn, P, Cl, Se, S, F, ATOC, pyridoxine, pantothenate and biotin were derived from a composite sample of 8 purchases of 3 brands of puff pastry purchased in July 1993. Folate and iodine were estimated from raw butter puff pastry, adjusted for moisture change and weight loss. Cholesterol imputed zero. Note: low sum of proximates, data should be used with care."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"492"
"02E40082"	"Pastry, shortcrust style, commercial, raw"	""	"Uncooked pastry purchased in thin sheets or blocks from supermarkets. Produces a firm pastry often used on the base of pies. Typical ingredients include wheat flour, vegetable fat, glycerol, citric acid and water."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of shortcrust pastry purchased in Adelaide in around 1985. Na, fat and fatty acids were derived from 3 individual samples of shortcrust pastry purchased in NSW, WA and SA in 2009 (2008 TFA program). I was determined in 2 individual samples of shortcrust pastry purchased in NSW and SA as part of the same program. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were derived from a composite sample of 8 purchases of shortcrust pastry purchased in Adelaide in July 1993. Cu, Mn, P, Cl, Se, S and F were imputed based from baked shortcrust pastry after adjusting for moisture change on baking. Note: low sum of proximates, data should be used with care."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"493"
"02E40083"	"Pastry, shortcrust style, commercial, baked"	""	"Pastry purchased in thin sheets or blocks from supermarkets and baked until golden brown. Produces a firm pastry often used on the base of pies. Typical ingredients include wheat flour, vegetable fat, glycerol, citric acid and water."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of shortcrust pastry purchased in Adelaide in around 1985. Fatty acids were determined in 3 individual samples of shortcrust pastry purchased in NSW, SA and WA in 2009 (2008 TFA program). Dietary fibre, ATOC, pyridoxine, pantothenate, biotin, Cu, Mn, P, Cl, Se, S, and F were derived from a composite sample of 8 purchases of shortcrust pastry in Adelaide in July 1993."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"494"
"02E40084"	"Pastry, shortcrust, wholemeal, commercial, raw"	""	"Pastry purchased in thin sheets or blocks from supermarkets, ready for cooking. Produces a firm pastry often used on the base of pies. Typical ingredients include wholemeal wheat flour, vegetable fat, ascorbic acid, citric acid and water."	""	"Analysed"	"5.83"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of shortcrust pastry purchased in Adelaide in around 1985. Dietary fibre, ATOC, pyridoxine, pantothenate and biotin were determined from a composite sample of 8 purchases of 1 brand of pastry from Adelaide supermarkets in July 1993. Cu, Mn, P, Cl, Se, S and F were imputed from baked shortcrust pastry after adjusting for moisture change on baking. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"495"
"02E40085"	"Pastry, shortcrust, wholemeal, commercial, baked"	""	"Pastry purchased in thin sheets or blocks from supermarkets and then baked until golden brown. Produces a firm pastry often used on the base of pies. Typical ingredients include wholemeal wheat flour, vegetable fat, ascorbic acid, citric acid and water."	""	"Analysed"	"5.83"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of shortcrust pastry purchased in Adelaide in around 1985 and baked in the laboratory. Dietary fibre, ATOC, pyridoxine, pantothenate, biotin, Cu, Mn, P, Cl, Se, S and F were determined from a composite sample of 8 purchases of 1 brand of pastry from Adelaide supermarkets in July 1993."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"496"
"02E40086"	"Pastry, spring roll, homemade, raw"	""	"Fine pastry based on wheat flour and egg and used as a wrapping for spring rolls and wontons. Uncooked."	""	"Calculated"	"6.25"	"0.945"	"0.000"	"Data prepared for AUSNUT 1999, based on a recipe using plain wheat flour, water, whole egg, and salt. Sodium updated to reflect label information for Trangs spring roll pastry available in 2010."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"497"
"02E40090"	"Pastry mix, commercial, dry mix"	""	"Packaged dry mixture of white wheat flour, fat (generally animal based), salt and leavening agents, sold for the preparation of pastry."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of 12 boxes of pastry mix (three brands - Lion, Vidale and White Wings) purchased in Adelaide in 1985. Dietary fibre was estimated based on the proportion of flour in the purchased mix. Note low sum of proximates - use data with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"498"
"02E40091"	"Pastry mix, commercial, prepared from dry mix with water, baked"	""	"Pastry prepared from packaged pastry mix by the addition of water, followed by baking."	""	"Analysed"	"5.70"	"0.945"	"0.000"	"The majority of nutrients were derived from a composite sample of 12 boxes of pastry mix (three brands - Lion, Vidale and White Wings) purchased in Adelaide in 1985, and prepared according to label instructions. Dietary fibre is estimated based on the proportion of flour in the purchased mix. Note low sum of proximates - use data with caution."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"499"
"02E60259"	"Pastry, spinach & cheese filled, commercial, ready to eat"	""	"Commercially prepared savoury filo pastry product enclosing a filling of spinach and cheese (generally ricotta or feta), as purchased in bakeries or purchased frozen and reheated."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"The majority of nutrients were derived from a composite sample of 8 purchases of pastries (4x unbranded, 1x Brumbies, 2x Herbert Adams, 1x Sara Lee) purchased in Melbourne and Canberra in January 2006. Cholesterol is imputed from spanakopita."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"500"
"02E60252"	"Pasty, vegetable & meat, commercial, ready to eat"	"Cornish Pasty"	"Commercially prepared vegetable and meat based filling enclosed in pastry, ready to eat. Filling includes potato, carrot, meat and onion."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"Proximates (except moisture and dietary fibre), fatty acids, Na, K, Ca, Fe, Mg and Zn were derived from 3 analyses of 7 purchases of pasties (4x unbranded and Bakewell/Tip Top all purchased ready to eat, and Wedgewood purchased frozen and heated in the laboratory) purchased in Sydney (Wills et al. 1981). Cl, Se, S, F, ATOC, B6, pantothenate and biotin were derived from a composite of 8 samples (4x unbranded purchased ready to eat, and Balfours, Foodland, Black & Gold and Gibbs all purchased frozen and heated in the laboratory) purchased from 7 outlets in Adelaide (AGAL 1993). B1, B2, B3, retinol, BCAR and vitamin C were derived from a composite sample of 3 unbranded products purchased ready to eat in Sydney in 1983 (Wills et al. 1985). Moisture was averaged from Wills et al. (1981) and AGAL (1993)."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"501"
"02E60261"	"Pie, savoury, chicken & vegetable, commercial, individual size"	""	"Commercially produced chicken and vegetable based filling enclosed in pastry, purchased ready to eat."	""	"Analysed"	"6.25"	"0.920"	"0.000"	"I, Na, fat and fatty acids were determined in 2 individual samples of chicken and vegetable pies purchased from bakeries and takeaway outlets in SA in 2009 (2008 TFA program). Starch and sugar based on label information available for Balfours chicken and vegetable pie in 2010. Protein, dietary fibre and ash imputed from meat pie."	"nil"	"100%"	"Cereals and Cereal Products"	"Pastries, Pies and Tarts"	"502"
